code_stock_12,code_stock_5,company_name_English,code_company_4,company_name,stock_name,stock_persian_30,code_company_12,market,code_tablo,code_sector,name_sector,code_subsector,name_subsector,stock_code_TSETMC,stock_name_2,trade_purpose,CEO,address,phone_number,FAX,offic_address,shareholder_affairs_address,website,email,auditor,capital,year,financial_manager,shenaseh_meli
IRO7ISTP0001,ISTP1,Isatis Pooya,ISTP,سرمايه گذاري ايساتيس پويا,ويسا - مشمول ماده 36 قانون احکام دائمی برنامه هاي توسعه کشور,سرمايه گذاري ايساتيس پويا,IRO7ISTP0004,بازار پايه زرد فرابورس,7,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,69472361926040823,ويسا,سرمایه گذاری در سهام، سهم الشرکه ، واحدهای سرمایه گذاری صندوق ها یا سایر اوراق بهادار دارای حق رای شرکتها، موسسات یا صندوقهای سرمایه گذاری با هدف کسب انتفاع به طوری که به تنهایی یا به همراه اشخاص وابستة خود، کنترل شرکت، مؤسسه یا صندوق سرمایه گذاری سرمایه پذیر را در اختیار نگرفته یا درآن نفوذ قابل ملاحظه نیابد؛,سيد علي محمد خبيري,یزد,03535236633,03535236644,یزد بلوار جمهوری اسلامی ساختمان بورس طبقه 6 واحد 62,یزد بلوار جمهوری اسلامی ساختمان بورس طبقه 6 واحد 62,www.ipgrp.ir,isatispooya@yahoo.com,موسسه حسابرسی و خدمات مالی حافظ گام,1140000,12/29,امیر جدی,10860150516
IRO3STIZ0001,STIZ1,Saba Tamin Inv.,STIZ,سرمايه گذاري صبا تامين,صبا,سرمايه گذاري صبا تامين,IRO3STIZ0006,بازار اول فرابورس,1,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,45392752356003555,صبا,خرید ، فروش و پذیره نویسی سهام شرکتهای پذیرفته شده در بورس و خارج از بورس و خرید و فروش کالای قابل معامله در بورس کالا در داخل و خارج از کشور. خرید و فروش انواع اوراق بهادار و مشارکت.,محمد علي ميرزا کوچک شيرازي,-,02188721261,02188707503,تهران ، میدان آرژانتین ، خیابان شهید احمدقصیر ، خیابان شهید احمدیان(پانزدهم) ، شماره 14 ساختمان صبا,-,www.sabatamin.ir,info@sabatamin.ir,سازمان حسابرسی,45000000,02/31,نفیسه اصغرنیا,10101908370
IRO1BONA0001,BONA1,BoualiSina Petro.,BONA,پتروشيمي بوعلي سينا,بوعلي,پتروشيمي بوعلي سينا,IRO1BONA0004,بازار دوم بورس,5,44,محصولات شيميايي,4411,توليد مواد شيميايي پايه به جز كود,50247622569476338,بوعلي,سرمایه‌گذاری در احداث، راه‌اندازی، بهره‌برداری تولید، بازاریابی، فروش، صدور محصولات پتروشیمی، ذخیره، واردات و صادرات و تبدیل کلیه مواد پتروشیمی و پتروشیمیایی و فرآورده های فرعی.,سيدمحمد احمدزاده,خوزستان بندر ماهشهر منطقه ویژه اقتصادی سایت 4,06152173771,06152173771,تهران بالاتر از میدان ونک- خیابان دامن افشار پلاک 48,تهران بالاتر از میدان ونک- خیابان دامن افشار پلاک 48,WWW.BSPCIR,Info@Bspc.ir,موسسه حسابرسی هوشیار ممیز,3500000,12/29,محمد رحیمی پور,10860723245
IRO3HAIZ0001,HAIZ1,Hamoon Saba Inv.,HAIZ,سرمايه گذاري هامون صبا,وهامون,سرمايه گذاري هامون صبا,IRO3HAIZ0000,بازار اول فرابورس,1,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,19348717261145458,وهامون,سرمایه گذاری در اوراق بهادار,محسن صادقي باطاني,,,,تهران، سعادت آباد، خیابان علامه جنوبی، کوچه حق طلب غربی (26 غربی)، پلاک 47، طبقه اول، کد پستی 1997969137,تهران، سعادت آباد، خیابان علامه جنوبی، کوچه حق طلب غربی (26 غربی)، پلاک 47، طبقه اول، کد پستی 1997969137,hamoonshomal.ir,info@hamoonshomal.com,سازمان حسابرسی,3000000,12/29,زهرا کمالی,10102963232
IRO1TSAN0001,TSAN1,Amin Investment,TSAN,تامين سرمايه امين,امين,تامين سرمايه امين,IRO1TSAN0000,بازار دوم بورس,5,67,فعاليتهاي كمكي به نهادهاي مالي واسط,6719,بجز تامين وجوه بيمه و بازنشستگي,58873907630765023,امين,پذیره نویسی، تعهد پذیره نویسی و تعهد خرید اوراق بهادار در عرضه های ثانویه در حد امکانات مالی خود یا از طریق تشکیل سندیکا با سایر نهادهای مشابه و ...,سلمان خادم المله,,02143692000,02143692000,تهران، خ ولیعصر، بالاتر از میرداماد، کوچه قبادیان، پلاک 51,تهران، خ ولیعصر، بالاتر از میرداماد، کوچه قبادیان، پلاک 51,www.aminib.com,info@aminib.com,موسسه حسابرسی و خدمات مالی فاطر,7000000,06/31,ولی اله ولی نیا,10103525426
IRO1BHMN0001,BHMN1,Bahman Group,BHMN,گروه‌بهمن‌,خبهمن,گروه‌بهمن‌,IRO1BHMN0009,بازار اول (تابلوي اصلي) بورس,1,34,خودرو و ساخت قطعات,3410,توليد وسايل نقليه موتوري,26824673819862694,خبهمن,1-اشتغال به کلیه فعالیتهای تولیدی وصنعتی در صنعت خودرو. 2-ایجاد شعبه ، اعطا وقبول نمایندگی سایر شرکتهای داخلی وخارجی در راستای فعالیت اصلی. 3-اقدام به هرگونه مشارکت با اشخاص حقیقی وحقوقی داخلی وخارجی وتاسیس هرنوع شرکت خرید وفروش سهام سایر شرکت ها وموسسات .,يوسف الهي شکيب,,48097401-48081400,48097401-48081400,کیلومتر13جاده مخصوص کرج -گروه بهمن,کیلومتر13جاده مخصوص کرج -گروه بهمن,www.bahmangroup.com,info@bahmangroup.com,موسسه حسابرسی آزمودگان,134637967,12/29,مهدی جعفری بشلی,10100231402
IRO1BAMA0001,BAMA1,Bama,BAMA,باما,كاما,باما,IRO1BAMA0001,بازار اول (تابلوي اصلي) بورس,1,13,استخراج كانه هاي فلزي,1320,استخراج كانه فلزي غيرآهن,4942127026063388,كاما,اکتشاف، استخراج و بهره برداری از معادن ایران - تغلیظ و کانه آرایی مواد معدنی - صادرات و فروش محصولات,حسن اسلامي قانع,اصفهان - اتوبان ذوب آهن - انتهای کلیشاد - شهر بهاران - کدپستی 79111-84591,44-03137252741,03137252240,اصفهان - اتوبان ذوب آهن - انتهای کلیشاد - شهر بهاران - کدپستی 79111-84591,اصفهان - اتوبان ذوب آهن - انتهای کلیشاد - شهر بهاران - کدپستی 79111-84591,www.bamaco.ir,bama@bamaco.ir,موسسه حسابرسی سیاق نوین جهان,10000000,12/29,محمدرضا یحیی آبادی,10260293195
IRO7LOIP0001,LOIP1,Loghman Investment,LOIP,سرمايه گذاري لقمان,ولقمان - مشمول ماده 36 قانون احکام دائمی برنامه هاي توسعه کشور,سرمايه گذاري لقمان,IRO7LOIP0006,بازار پايه زرد فرابورس,7,56,سرمايه گذاريها,5699,ساير واسطه هاي مالي,31959715133485440,ولقمان,سرمایه گذاری در سهام، سهم الشرکه، واحدهای سرمایه گذاری صندوق ها یا سایر اوراق بهادار دارای حق راٌی شرکتها، موسسات یا صندوقهای سرمایه گذاری با هدف کسب انتفاع به طوری که به تنهایی یا به همراه اشخاص وابسته خود، کنترل شرکت، مؤسسه یا صندوق سرمایه گذاری سرمایه پذیر را در اختیار نگرفته یا درآن نفوذ قابل ملاحظه نیابد؛,حميد آرام بن يار,-,021-86124265,021-86124265,تهران - خیابان سید جمال الدین اسد آبادی - خیابان چهاردهم - پلاک 3 - طبقه دوم,تهران - خیابان سید جمال الدین اسد آبادی - خیابان چهاردهم - پلاک 3 - طبقه دوم,www.linvestco.ir,info@linvestco.ir,موسسه حسابرسی و خدمات مدیریت آزموده کاران,905100,09/30,حمید احمدزاده اقدم,10102801085
IRO3PEGZ0001,PEGZ1,Pegah Gilan,PEGZ,شيرپاستوريزه پگاه گيلان,غگيلا,شيرپاستوريزه پگاه گيلان,IRO3PEGZ0008,بازار دوم فرابورس,3,42,محصولات غذايي و آشاميدني به جز قند و شكر,4220,توليد لبنيات,57300230097485720,غگيلا,خرید،فروش،فرآوری وتوزیع شیروانواع فرآورده های شیری،واردات وصادرات,موسي اسماعيل زاده,گیلان-رشت-شهرصنعتی-ابتدای بلوار صنعت2-شرکت شیر پاستوریزه پگاه گیلان,,,تهران چهارراه جهان کودک نبش گاندی23,-شهرصنعتی-ابتدای بلوار صنعت2-شرکت شیر پاستوریزه پگاه گیلان,,,موسسه حسابرسی بهراد مشار,336309,12/29,سیداصغرمیرزاده,10720219420
IRO1SAHD0001,SAHD1,Shahed Inv.,SAHD,سرمايه‌ گذاري‌ شاهد,ثشاهد,سرمايه‌ گذاري‌ شاهد,IRO1SAHD0006,بازار اول (تابلوي اصلي) بورس,1,70,انبوه سازي، املاك و مستغلات,7010,املاك و مستغلات با ملك خود يا ليزينگ شده,63481599728522324,ثشاهد,ایجادکارخانجات،انجام عملیات بازرگانی،اداره،خریدوفروش سهام شرکتهای تولیدی وخدماتی واوراق بهادار بررسیهای اقتصادی مالی مدیریتی واجرای طرحها،تهیه خط مشی اداره،اصلاح،ادغام توسعه،انحلال،فروش سهام یااموال شرکتهای وابسته خریدفروش املاک،مستغلات به قصدسرمایه گذاری ویاایجادمجتمعهای مسکونی اداری تجاری .,ارسلان فتحي پور,,88735941-4,88753506,تهران-خیابان استادمطهری-انتهای خیابان کوه نور- پلاک22,تهران-خیابان استادمطهری-انتهای خیابان کوه نور- پلاک24,www.shahed.co.ir,info@shahed.co.ir,سازمان حسابرسی,4006632,03/31,سید رامتین حسنی,10100986880
IRO1LPRS0001,LPRS1,Parsian leasing,LPRS,ليزينگ پارسيان,ولپارس,ليزينگ پارسيان,IRO1LPRS0007,بازار دوم بورس,5,58,ساير واسطه گريهاي مالي,5891,ليزينگ مالي,48241092863917835,ولپارس,الف- انجام عملیات لیرینگ ب-خرید و فروش اوراق بهادار به منظور مدیریت نقدینگی ج-مشارکت در تامین سرمایه هرگونه شرکت درچهارچوب ضوابط و دستورالعمل اجرایی تاسیس ، نحوه فعالیت و نظارت در شرکت های لیزینگ,داود کاغذگران,,88985525-32,88985547,بلوار کشاورز-نبش کوچه شوریده پلاک 53,بلوار کشاورز-نبش کوچه شوریده پلاک 53,http://www.parsianleasing.com/,,موسسه حسابرسی وانیا نیک تدبیر,2000000,10/30,ستار پورسلطانی,10102133962
IRO1SEPP0001,SEPP1,Spahan Naft,SEPP,نفت سپاهان,شسپا,نفت سپاهان,IRO1SEPP0008,بازار دوم بورس,5,23,فراورده هاي نفتي، كك و سوخت هسته اي,2320,توليد محصولات پالايش شده پتروشيمي,49188729526980541,شسپا,فعالیت اصلی شرکت:تولید انواع روغن‏های موتور مورد نیاز خودروهای گوناگون و ماشین آلات صنعتی و کشاورزی و محصولات جانبی و مشتقات حاصله از آنها همانند گریس، حشره کش، روغن ترمز، انواع افزودنیها، ضد یخ و غیره جهت عرضه و فروش در داخل و خارج از کشور. تهیه و تأمین ماشین آلات، قطعات و لوازم یدکی و مواد اولیه و واسطه‏ای مورد نیاز از داخل و خارج کشور,محمدحسين رزاقي,اصفهان، کیلومتر 6 جاده تهران، پالایشگاه شرکت نفت سپاهان,8347,88875537,تهران، میدان آرژانتین، میدان بهاران، نبش کوچه 28 خیابان خالد اسلامبولی (وزراء)، پلاک 92، شرکت نفت سپاهان,تهران، میدان آرژانتین، میدان بهاران، نبش کوچه 28 خیابان خالد اسلامبولی (وزراء)، پلاک 92، شرکت نفت سپاهان,WWW.SEPAHANOIL.COM,info@sepahanoil.com,موسسه حسابرسی وانیا نیک تدبیر,56000000,12/29,محمد علی محمدی,10101978329
